Identifier,Title,Start date,End date,Number of deaths
IBD024985,"Gunmen vs Soldiers, Enugu",2022-09-01,2022-09-01,1
IBD024998,"Army vs Boko Haram, Borno",2022-09-01,2022-09-02,70
IBD025023,"Terrorists vs Driver, Kaduna",2022-09-01,2022-09-01,1
IBD025011,"Ritual Killing, Ondo",2022-09-01,2022-09-01,1
IBD024986,"Terrorists vs Soldiers, Katsina",2022-08-31,2022-08-31,2
IBD024979,"Auto Crash, Ekiti",2022-08-31,2022-08-31,7
IBD024989,"Army vs Bandits, Kaduna",2022-08-31,2022-08-31,2
IBD025155,"Security Operatives vs Kidnappers, Cross River",2022-08-31,2022-08-31,2
IBD025004,"Flooding, Plateau",2022-08-31,2022-08-31,2
IBD024992,"Flooding, Plateau",2022-08-31,2022-08-31,3
IBD024990,"Domestic Violence, Jigawa",2022-08-31,2022-08-31,2
IBD027848,"Flooding, Kebbi",2022-08-31,2022-08-31,2
IBD024974,"Tricycle Rider Drown, Kano",2022-08-30,2022-08-30,1
IBD024973,"Building Collapse, Kano",2022-08-30,2022-08-30,2
IBD024988,"Army vs Boko Haram, Borno",2022-08-30,2022-08-31,49
IBD024965,"Auto Crash, Kogi",2022-08-30,2022-08-30,7
IBD025007,"Army vs Boko Haram, Borno",2022-08-30,2022-09-03,200
IBD024982,"Army vs Terrorists, Kaduna",2022-08-30,2022-08-30,16
IBD024977,"Flooding, Borno",2022-08-30,2022-08-30,15
IBD024966,"Auto Crash, Kogi",2022-08-30,2022-08-30,1
IBD024980,"Man vs Brother, Anambra",2022-08-30,2022-08-30,1
IBD024975,"Army vs IPOB/ESN, Imo",2022-08-30,2022-08-30,2
IBD024983,"NAF vs Terrorists, Kaduna",2022-08-30,2022-08-30,14
IBD024976,"Communal Clash, Kogi",2022-08-30,2022-08-30,1
IBD024970,"Army vs Terrorists, Kaduna",2022-08-29,2022-08-29,1
IBD025069,"Police vs IPOB/ESN, Imo",2022-08-29,2022-08-29,5
IBD025068,"Army vs IPOB/ESN, Anambra",2022-08-29,2022-08-29,2
IBD024972,"Food Poison, Sokoto",2022-08-29,2022-08-29,7
IBD024994,"Flooding, Niger",2022-08-29,2022-09-01,6
IBD024963,"Bandits Kill Man, Plateau",2022-08-28,2022-08-28,1
IBD025131,"Assailants vs Man, Osun",2022-08-28,2022-08-28,1
IBD024971,"Police vs Kidnapper, Edo",2022-08-28,2022-08-28,1
IBD024962,"Mysterious Death, Kwara",2022-08-28,2022-08-28,2
IBD024958,"Gunmen vs PDP member, Plateau",2022-08-28,2022-08-28,1
IBD025024,"Syndicate vs Woman, Akwa Ibom",2022-08-28,2022-08-28,1
IBD024949,"Auto Crash, Ondo",2022-08-28,2022-08-28,1
IBD024943,"Cult Killing, Lagos",2022-08-28,2022-08-28,1
IBD024956,"Flooding, Borno",2022-08-28,2022-08-28,1
IBD025107,"Robber Dies, Lagos",2022-08-28,2022-08-28,1
IBD024948,"Auto Crash, Ogun",2022-08-28,2022-08-28,3
IBD024960,"Inmate Dies, FCT (Abuja)",2022-08-28,2022-08-28,1
IBD027875,"Police vs Kidnapper,",2022-08-28,2022-08-28,1
IBD024955,"Auto Crash, Kano",2022-08-28,2022-08-28,3
IBD030599,"Cult Clash, Plateau",2022-08-28,2022-08-28,1
IBD024969,"Canoe Capsizes, Jigawa",2022-08-27,2022-08-27,2
IBD024937,"Banditry, Kaduna",2022-08-27,2022-08-27,5
IBD024957,"Mob vs Women, Cross River",2022-08-27,2022-08-27,2
IBD024944,"Assailant vs Corps Member, Adamawa",2022-08-27,2022-08-27,1
IBD024961,"Mine Collapse, Kogi",2022-08-27,2022-08-27,2
IBD024951,"Gunmen vs Woman, Plateau",2022-08-27,2022-08-27,1
IBD024953,"Banditry, Katsina",2022-08-26,2022-08-26,1
IBD024950,"Generator Fumes, Enugu",2022-08-26,2022-08-26,7
IBD024968,"Gas Explosion, Ogun",2022-08-26,2022-08-26,1
IBD024947,"Ritual Killing, Benue",2022-08-26,2022-08-26,1
IBD024936,"Man vs Lover, Delta",2022-08-26,2022-08-26,1
IBD023867,"Domestic Violence, Kebbi",2022-08-25,2022-08-25,1
IBD025078,"Police vs Armed Robbers, Benue",2022-08-25,2022-08-25,3
IBD024952,"Banditry, Katsina",2022-08-25,2022-08-27,2
IBD024925,"Leadership Crisis, Lagos",2022-08-25,2022-08-25,2
IBD024941,"Cult Killings, Edo",2022-08-25,2022-08-25,2
IBD024934,"Building Collapse, FCT (Abuja)",2022-08-25,2022-08-25,2
IBD024945,"Police vs Terrorists, Imo",2022-08-25,2022-08-25,5
PAR012626,"Troops vs Bandits, Kaduna",2022-08-24,2022-08-24,40
IBD024923,"Gunmen Kill Police Inspector, Lagos",2022-08-24,2022-08-24,1
IBD024920,"Mob vs Robbers, Delta",2022-08-24,2022-08-24,3
IBD024946,"Gunmen Attack, Ebonyi",2022-08-24,2022-08-24,3
IBD024954,"One Killed, Edo",2022-08-24,2022-08-24,1
IBD024930,"Inferno, kano",2022-08-24,2022-08-24,1
IBD024899,"Soldiers vs Boko Haram, Borno",2022-08-24,2022-08-24,6
IBD024928,"Terrorist vs Driver, Katsina",2022-08-24,2022-08-24,1
IBD024929,"Bandits vs Soldiers, Zamfara",2022-08-24,2022-08-24,23
IBD024935,"Bandits vs Soldier, Kaduna",2022-08-24,2022-08-24,1
IBD024918,"Gunmen vs Police, Lagos",2022-08-24,2022-08-24,1
IBD024927,"Auto Crash, Abia",2022-08-24,2022-08-24,5
IBD024924,"Scavenger, Nasarawa",2022-08-23,2022-08-23,1
IBD024921,"Student vs Stepmother, Katsina",2022-08-23,2022-08-23,1
IBD024940,"Police vs Robbers, Delta",2022-08-23,2022-08-23,2
IBD024917,"Oro Worshipper vs Church, Lagos",2022-08-23,2022-08-23,1
IBD024911,"Auto Crash, Ondo",2022-08-23,2022-08-23,6
IBD025005,"Flooding, Plateau",2022-08-23,2022-08-23,1
IBD027827,"Auto Crash, Plateau",2022-08-23,2022-08-23,1
IBD024910,"Communal Clash, Gombe",2022-08-22,2022-08-22,3
IBD024981,"Man vs Boy, Delta",2022-08-22,2022-08-22,1
IBD024912,"Police Kill Kidnapper, Edo",2022-08-22,2022-08-22,1
IBD024919,"Bandits Kill 1, FCT (Abuja)",2022-08-22,2022-08-22,1
IBD024942,"Flooding, Plateau",2022-08-22,2022-08-24,4
IBD025779,"Prophet vs Boy, Ondo",2022-08-22,2022-08-27,1
IBD024914,"Auto Crash, Lagos",2022-08-22,2022-08-22,1
IBD024901,"Gas Explosion, Abia",2022-08-21,2022-08-21,6
IBD024908,"Gunmen Kill Urhobo Chief, Delta",2022-08-21,2022-08-21,1
IBD024891,"Man Drowns, Lagos",2022-08-21,2022-08-21,1
IBD024905,"Gunmen vs Hotelier, Kwara",2022-08-21,2022-08-21,1
IBD024906,"Water Tanker, Lagos",2022-08-21,2022-08-21,2
IBD024894,"Gunmen Kill Political Appointee, Lagos",2022-08-21,2022-08-21,1
IBD024895,"Auto Crash, Nasarawa",2022-08-21,2022-08-21,5
IBD024904,"Bandits vs Villagers, Kaduna",2022-08-21,2022-08-21,2
IBD024902,"Army Major, Anambra",2022-08-21,2022-08-21,1
IBD025848,"Army vs Bandits, Zamfara",2022-08-21,2022-08-21,12
IBD024897,"Auto Crash, Ogun",2022-08-21,2022-08-21,2
IBD025278,"Flooding, Adamawa",2022-08-21,2022-08-27,27
IBD024907,"Drown, Lagos",2022-08-20,2022-08-20,1
IBD024541,"Police Kill Kidnapper, Edo",2022-08-20,2022-08-20,1
IBD024893,"Motorcycle Thief, Osun",2022-08-20,2022-08-20,1
IBD024885,"Assailants vs Town Union President, Enugu",2022-08-20,2022-08-20,1
IBD024903,"NAF vs ISWAP, Borno",2022-08-20,2022-08-20,40
IBD024892,"Petrol Explosion, Lagos",2022-08-20,2022-08-20,3
IBD024883,"Leadership Tussle, Delta",2022-08-20,2022-08-20,1
IBD024959,"Man vs Woman, Oyo",2022-08-20,2022-08-20,1
IBD025226,"Flooding Kill 2, Benue",2022-08-20,2022-08-27,2
IBD025227,"Flooding Kill 3, Benue",2022-08-20,2022-08-27,3
IBD025228,"Flooding Kill 4, Benue",2022-08-20,2022-08-27,4
IBD025224,"Flooding Kill 14, Benue",2022-08-20,2022-08-27,14
IBD025446,"Son vs Father, Yobe",2022-08-20,2022-08-20,1
IBD024890,"Bandit vs Police, Kebbi",2022-08-20,2022-08-20,1
IBD025298,"Assailants vs APC Chieftain, Osun",2022-08-20,2022-08-20,1
IBD024888,"Kidnapper, Edo",2022-08-20,2022-08-20,1
IBD025757,"Food Poisoning, Benue",2022-08-20,2022-08-20,1
IBD024926,"Army vs ISWAP, Borno",2022-08-20,2022-08-20,32
IBD027847,"Flooding, Zamfara",2022-08-20,2022-08-20,2
IBD024878,"Flooding, Adamawa",2022-08-20,2022-08-20,10
IBD024889,"Police vs Terrorist, Katsina",2022-08-20,2022-08-20,1
IBD024909,"Gunmen vs Businessman, Imo",2022-08-19,2022-08-19,1
IBD024880,"Gunmen vs Mechanic, Imo",2022-08-19,2022-08-19,2
IBD024877,"Church Stampede, Lagos",2022-08-19,2022-08-19,5
IBD024876,"Domestic Violence, Adamawa",2022-08-19,2022-08-19,2
IBD024896,"Soldier vs Cleric, Yobe",2022-08-19,2022-08-19,1
IBD024886,"Auto Crash, Ogun",2022-08-18,2022-08-18,3
IBD024875,"Gunmen vs Lawyer, Zamfara",2022-08-18,2022-08-18,1
IBD024872,"Auto Crash, Kogi",2022-08-18,2022-08-18,3
IBD025260,"One Killed, Rivers",2022-08-18,2022-08-18,1
IBD025864,"Robbers Kill 2, Delta",2022-08-18,2022-08-22,2
IBD024870,"Auto Crash, Plateau",2022-08-18,2022-08-18,11
IBD024882,"Auto Crash, FCT (Abuja)",2022-08-17,2022-08-17,5
IBD024869,"Gunmen vs Soldiers Clash, Abia",2022-08-17,2022-08-17,3
IBD024879,"Man Found Dead in Office, Katsina",2022-08-17,2022-08-17,1
IBD024860,"Mob vs Kidnapper, Kaduna",2022-08-17,2022-08-17,1
IBD024861,"Gunmen Attack, Ebonyi",2022-08-17,2022-08-17,2
IBD024939,"Flooding, Gombe",2022-08-17,2022-08-17,4
IBD024884,"Mob vs Phone Thief, Bayelsa",2022-08-17,2022-08-17,1
IBD024865,"Cult Clash, Kogi",2022-08-16,2022-08-16,3
IBD024871,"FRSC vs Motorist, Abia",2022-08-16,2022-08-16,1
IBD024863,"Security Operatives vs Kidnappers, Kogi",2022-08-16,2022-08-16,2
IBD024854,"Students Drowns, Lagos",2022-08-16,2022-08-16,4
IBD024855,"Police vs Motorcyclists, Lagos",2022-08-16,2022-08-16,2
IBD024867,"Police vs Motorcyclists, Lagos",2022-08-16,2022-08-16,1
IBD024864,"Food Poisoning, Zamfara",2022-08-16,2022-08-16,7
IBD024835,"Windstorm, Jigawa",2022-08-15,2022-08-15,33
IBD024847,"Auto Crash, Ogun",2022-08-15,2022-08-15,1
IBD024845,"Auto Crash, Ogun",2022-08-15,2022-08-15,3
IBD024850,"Police vs Terrorist, Katsina",2022-08-15,2022-08-15,40
IBD024842,"Auto Crash, Gombe",2022-08-15,2022-08-15,1
IBD024931,"Troops vs Terrorists, Kaduna",2022-08-15,2022-08-15,2
IBD024853,"Auto Crash, Bauchi",2022-08-15,2022-08-15,9
IBD024852,"Police vs Armed Robbers, Edo",2022-08-15,2022-08-15,1
